time,open,high,low,close,volume
2023-01-02 10:00:00,1862.92,1870.59,1858.06,1864.47,1518
2023-01-02 11:00:00,1864.47,1872.04,1859.41,1866.14,1135
2023-01-02 12:00:00,1866.14,1873.48,1860.94,1867.93,1172
2023-01-02 13:00:00,1867.93,1874.92,1862.65,1869.80,1209
2023-01-02 14:00:00,1869.80,1876.66,1864.50,1871.72,1246
2023-01-02 15:00:00,1871.72,1879.06,1866.48,1873.67,1283
2023-01-02 16:00:00,1873.67,1881.38,1868.55,1875.61,1320
2023-01-02 17:00:00,1875.61,1883.56,1870.67,1877.52,1357
2023-01-02 18:00:00,1877.52,1885.54,1872.79,1879.35,1394
2023-01-02 19:00:00,1879.35,1887.26,1874.88,1881.09,1431
2023-01-02 20:00:00,1881.09,1888.71,1876.88,1882.70,1468
2023-01-02 21:00:00,1882.70,1889.89,1878.23,1884.18,1505
2023-01-02 22:00:00,1884.18,1890.82,1879.45,1885.51,1122
2023-01-02 23:00:00,1885.51,1891.54,1880.56,1886.68,1159
2023-01-03 00:00:00,1886.68,1892.90,1881.55,1887.69,1196
2023-01-03 01:00:00,1887.69,1894.17,1882.45,1888.55,1233
2023-01-03 02:00:00,1888.55,1895.21,1883.25,1889.26,1270
2023-01-03 03:00:00,1889.26,1896.00,1883.98,1889.85,1307
2023-01-03 04:00:00,1889.85,1896.54,1884.66,1890.34,1344
2023-01-03 05:00:00,1890.34,1896.85,1885.29,1890.75,1381
2023-01-03 06:00:00,1890.75,1896.97,1885.90,1891.12,1418
2023-01-03 07:00:00,1891.12,1896.96,1886.50,1891.47,1455
2023-01-03 08:00:00,1891.47,1896.89,1887.12,1891.84,1492
2023-01-03 09:00:00,1891.84,1897.26,1887.51,1892.25,1109
2023-01-03 10:00:00,1892.25,1898.19,1887.66,1892.74,1146
2023-01-03 11:00:00,1892.74,1899.16,1887.91,1893.34,1183
2023-01-03 12:00:00,1893.34,1900.14,1888.30,1894.06,1220
2023-01-03 13:00:00,1894.06,1901.12,1888.87,1894.92,1257
2023-01-03 14:00:00,1894.92,1902.10,1889.64,1895.94,1294
2023-01-03 15:00:00,1895.94,1903.09,1890.64,1897.12,1331
2023-01-03 16:00:00,1897.12,1904.11,1891.86,1898.45,1368
2023-01-03 17:00:00,1898.45,1905.18,1893.31,1899.94,1405
2023-01-03 18:00:00,1899.94,1906.37,1894.96,1901.56,1442
2023-01-03 19:00:00,1901.56,1908.57,1896.81,1903.30,1479
2023-01-03 20:00:00,1903.30,1910.82,1898.80,1905.14,1516
2023-01-03 21:00:00,1905.14,1913.03,1900.91,1907.05,1133
2023-01-03 22:00:00,1907.05,1915.15,1902.60,1908.99,1170
2023-01-03 23:00:00,1908.99,1917.13,1904.29,1910.94,1207
2023-01-04 00:00:00,1910.94,1918.93,1906.01,1912.86,1244
2023-01-04 01:00:00,1912.86,1920.53,1907.75,1914.72,1281
2023-01-04 02:00:00,1914.72,1921.93,1909.49,1916.51,1318
2023-01-04 03:00:00,1916.51,1923.16,1911.21,1918.18,1355
2023-01-04 04:00:00,1918.18,1924.79,1912.89,1919.71,1392
2023-01-04 05:00:00,1919.71,1926.62,1914.50,1921.11,1429
2023-01-04 06:00:00,1921.11,1928.21,1916.03,1922.34,1466
2023-01-04 07:00:00,1922.34,1929.52,1917.46,1923.42,1503
2023-01-04 08:00:00,1923.42,1930.54,1918.77,1924.34,1120
2023-01-04 09:00:00,1924.34,1931.25,1919.95,1925.11,1157
2023-01-04 10:00:00,1925.11,1931.68,1920.82,1925.75,1194
2023-01-04 11:00:00,1925.75,1931.88,1921.19,1926.28,1231
2023-01-04 12:00:00,1926.28,1931.90,1921.48,1926.72,1268
2023-01-04 13:00:00,1926.72,1931.98,1921.71,1927.10,1305
2023-01-04 14:00:00,1927.10,1932.79,1921.93,1927.45,1342
2023-01-04 15:00:00,1927.45,1933.54,1922.18,1927.81,1379
2023-01-04 16:00:00,1927.81,1934.22,1922.51,1928.20,1416
2023-01-04 17:00:00,1928.20,1934.83,1922.94,1928.65,1453
2023-01-04 18:00:00,1928.65,1935.39,1923.49,1929.20,1490
2023-01-04 19:00:00,1929.20,1935.91,1924.21,1929.87,1107
2023-01-04 20:00:00,1929.87,1936.43,1925.08,1930.67,1144
2023-01-04 21:00:00,1930.67,1936.99,1926.13,1931.62,1181
2023-01-04 22:00:00,1931.62,1937.65,1927.36,1932.74,1218
2023-01-04 23:00:00,1932.74,1939.15,1928.33,1934.00,1255
2023-01-05 00:00:00,1934.00,1941.00,1929.34,1935.43,1292
2023-01-05 01:00:00,1935.43,1942.91,1930.53,1937.00,1329
2023-01-05 02:00:00,1937.00,1944.82,1931.91,1938.69,1366
2023-01-05 03:00:00,1938.69,1946.69,1933.47,1940.49,1403
2023-01-05 04:00:00,1940.49,1948.49,1935.20,1942.37,1440
2023-01-05 05:00:00,1942.37,1950.19,1937.08,1944.31,1477
2023-01-05 06:00:00,1944.31,1951.80,1939.08,1946.26,1514
2023-01-05 07:00:00,1946.26,1953.30,1941.16,1948.19,1131
2023-01-05 08:00:00,1948.19,1955.04,1943.28,1950.09,1168
2023-01-05 09:00:00,1950.09,1957.30,1945.40,1951.90,1205
2023-01-05 10:00:00,1951.90,1959.40,1947.48,1953.62,1242
2023-01-05 11:00:00,1953.62,1961.27,1949.37,1955.22,1279
2023-01-05 12:00:00,1955.22,1962.86,1950.70,1956.67,1316
2023-01-05 13:00:00,1956.67,1964.15,1951.90,1957.98,1353
2023-01-05 14:00:00,1957.98,1965.12,1952.99,1959.12,1390
2023-01-05 15:00:00,1959.12,1965.80,1953.97,1960.10,1427
2023-01-05 16:00:00,1960.10,1966.24,1954.84,1960.94,1464
2023-01-05 17:00:00,1960.94,1966.47,1955.64,1961.63,1501
2023-01-05 18:00:00,1961.63,1967.41,1956.36,1962.20,1118
2023-01-05 19:00:00,1962.20,1968.30,1957.02,1962.67,1155
2023-01-05 20:00:00,1962.67,1969.03,1957.65,1963.07,1192
2023-01-05 21:00:00,1963.07,1969.58,1958.26,1963.43,1229
2023-01-05 22:00:00,1963.43,1969.98,1958.86,1963.79,1266
2023-01-05 23:00:00,1963.79,1970.25,1959.48,1964.16,1303
2023-01-06 00:00:00,1964.16,1970.43,1959.79,1964.58,1340
2023-01-06 01:00:00,1964.58,1970.57,1959.95,1965.09,1377
2023-01-06 02:00:00,1965.09,1970.75,1960.22,1965.71,1414
2023-01-06 03:00:00,1965.71,1971.47,1960.64,1966.45,1451
2023-01-06 04:00:00,1966.45,1972.80,1961.24,1967.34,1488
2023-01-06 05:00:00,1967.34,1974.21,1962.05,1968.38,1105
2023-01-06 06:00:00,1968.38,1975.67,1963.09,1969.59,1142
2023-01-06 07:00:00,1969.59,1977.14,1964.35,1970.95,1179
2023-01-06 08:00:00,1970.95,1978.61,1965.83,1972.46,1216
2023-01-06 09:00:00,1972.46,1980.07,1967.52,1974.10,1253
2023-01-06 10:00:00,1974.10,1981.51,1969.39,1975.86,1290
2023-01-06 11:00:00,1975.86,1982.95,1971.40,1977.71,1327
2023-01-06 12:00:00,1977.71,1984.45,1973.50,1979.63,1364
2023-01-06 13:00:00,1979.63,1986.85,1975.14,1981.57,1401
2023-01-06 14:00:00,1981.57,1989.20,1976.83,1983.52,1438
2023-01-06 15:00:00,1983.52,1991.43,1978.56,1985.43,1475
2023-01-06 16:00:00,1985.43,1993.45,1980.30,1987.29,1512
2023-01-06 17:00:00,1987.29,1995.24,1982.04,1989.05,1129
2023-01-06 18:00:00,1989.05,1996.76,1983.75,1990.70,1166
2023-01-06 19:00:00,1990.70,1998.01,1985.42,1992.22,1203
2023-01-06 20:00:00,1992.22,1997.63,1986.39,1991.58,1240
2023-01-06 21:00:00,1991.58,1996.56,1985.75,1990.79,1277
2023-01-06 22:00:00,1990.79,1995.88,1985.00,1989.84,1314
2023-01-06 23:00:00,1989.84,1995.36,1984.13,1988.74,1351
2023-01-07 00:00:00,1988.74,1994.61,1983.14,1987.48,1388
2023-01-07 01:00:00,1987.48,1993.59,1981.77,1986.10,1425
2023-01-07 02:00:00,1986.10,1992.30,1980.01,1984.61,1462
2023-01-07 03:00:00,1984.61,1990.75,1978.20,1983.04,1499
2023-01-07 04:00:00,1983.04,1988.97,1976.37,1981.42,1116
2023-01-07 05:00:00,1981.42,1987.01,1974.58,1979.77,1153
2023-01-07 06:00:00,1979.77,1984.93,1972.85,1978.13,1190
2023-01-07 07:00:00,1978.13,1983.02,1971.23,1976.53,1227
2023-01-07 08:00:00,1976.53,1981.87,1969.75,1975.00,1264
2023-01-07 09:00:00,1975.00,1980.73,1968.43,1973.56,1301
2023-01-07 10:00:00,1973.56,1979.59,1967.29,1972.25,1338
2023-01-07 11:00:00,1972.25,1978.43,1966.33,1971.08,1375
2023-01-07 12:00:00,1971.08,1977.26,1965.56,1970.06,1412
2023-01-07 13:00:00,1970.06,1976.09,1964.97,1969.19,1449
2023-01-07 14:00:00,1969.19,1974.94,1964.04,1968.49,1486
2023-01-07 15:00:00,1968.49,1973.84,1963.23,1967.94,1103
2023-01-07 16:00:00,1967.94,1972.84,1962.60,1967.53,1140
2023-01-07 17:00:00,1967.53,1972.69,1962.13,1967.25,1177
2023-01-07 18:00:00,1967.25,1972.83,1961.83,1967.06,1214
2023-01-07 19:00:00,1967.06,1972.98,1961.66,1966.95,1251
2023-01-07 20:00:00,1966.95,1973.09,1961.60,1966.89,1288
2023-01-07 21:00:00,1966.89,1973.09,1961.63,1966.84,1325
2023-01-07 22:00:00,1966.84,1972.95,1961.70,1966.77,1362
2023-01-07 23:00:00,1966.77,1972.65,1961.78,1966.65,1399
2023-01-08 00:00:00,1966.65,1972.18,1961.82,1966.46,1436
2023-01-08 01:00:00,1966.46,1971.56,1961.78,1966.16,1473
2023-01-08 02:00:00,1966.16,1971.12,1961.43,1965.73,1510
2023-01-08 03:00:00,1965.73,1971.14,1960.60,1965.16,1127
2023-01-08 04:00:00,1965.16,1970.95,1959.63,1964.44,1164
2023-01-08 05:00:00,1964.44,1970.50,1958.53,1963.55,1201
2023-01-08 06:00:00,1963.55,1969.74,1957.34,1962.51,1238
2023-01-08 07:00:00,1962.51,1968.68,1956.05,1961.32,1275
2023-01-08 08:00:00,1961.32,1967.31,1954.69,1959.99,1312
2023-01-08 09:00:00,1959.99,1965.68,1953.28,1958.54,1349
2023-01-08 10:00:00,1958.54,1963.83,1951.84,1957.00,1386
2023-01-08 11:00:00,1957.00,1961.83,1950.40,1955.39,1423
2023-01-08 12:00:00,1955.39,1960.62,1948.97,1953.75,1460
2023-01-08 13:00:00,1953.75,1959.39,1947.57,1952.10,1497
2023-01-08 14:00:00,1952.10,1958.06,1946.22,1950.48,1114
2023-01-08 15:00:00,1950.48,1956.63,1944.50,1948.92,1151
2023-01-08 16:00:00,1948.92,1955.12,1942.77,1947.44,1188
2023-01-08 17:00:00,1947.44,1953.53,1941.17,1946.08,1225
2023-01-08 18:00:00,1946.08,1951.91,1939.75,1944.84,1262
2023-01-08 19:00:00,1944.84,1950.31,1938.54,1943.76,1299
2023-01-08 20:00:00,1943.76,1948.79,1937.54,1942.83,1336
2023-01-08 21:00:00,1942.83,1947.86,1936.77,1942.06,1373
2023-01-08 22:00:00,1942.06,1947.53,1936.22,1941.45,1410
2023-01-08 23:00:00,1941.45,1947.29,1935.89,1940.98,1447
2023-01-09 00:00:00,1940.98,1947.07,1935.74,1940.65,1484
2023-01-09 01:00:00,1940.65,1946.84,1935.75,1940.42,1101
2023-01-09 02:00:00,1940.42,1946.58,1935.88,1940.29,1138
2023-01-09 03:00:00,1940.29,1946.25,1935.95,1940.21,1175
2023-01-09 04:00:00,1940.21,1945.85,1935.63,1940.16,1212
2023-01-09 05:00:00,1940.16,1945.38,1935.32,1940.10,1249
2023-01-09 06:00:00,1940.10,1944.94,1935.01,1940.01,1286
2023-01-09 07:00:00,1940.01,1945.30,1934.69,1939.85,1323
2023-01-09 08:00:00,1939.85,1946.79,1934.59,1941.09,1360
2023-01-09 09:00:00,1941.09,1948.22,1935.79,1942.22,1397
2023-01-09 10:00:00,1942.22,1949.38,1936.95,1943.21,1434
2023-01-09 11:00:00,1943.21,1950.24,1938.04,1944.05,1471
2023-01-09 12:00:00,1944.05,1950.79,1939.04,1944.74,1508
2023-01-09 13:00:00,1944.74,1951.05,1939.93,1945.26,1125
2023-01-09 14:00:00,1945.26,1951.03,1940.70,1945.63,1162
2023-01-09 15:00:00,1945.63,1950.81,1941.33,1945.85,1199
2023-01-09 16:00:00,1945.85,1951.06,1941.47,1945.95,1236
2023-01-09 17:00:00,1945.95,1951.49,1941.31,1945.95,1273
2023-01-09 18:00:00,1945.95,1951.83,1940.99,1945.86,1310
2023-01-09 19:00:00,1945.86,1951.98,1940.66,1945.73,1347
2023-01-09 20:00:00,1945.73,1951.93,1940.37,1945.58,1384
2023-01-09 21:00:00,1945.58,1951.71,1940.16,1945.45,1421
2023-01-09 22:00:00,1945.45,1951.36,1940.06,1945.36,1458
2023-01-09 23:00:00,1945.36,1950.94,1940.10,1945.34,1495
2023-01-10 00:00:00,1945.34,1950.58,1940.23,1945.43,1112
2023-01-10 01:00:00,1945.43,1950.54,1940.50,1945.64,1149
2023-01-10 02:00:00,1945.64,1951.35,1940.93,1945.99,1186
2023-01-10 03:00:00,1945.99,1952.24,1941.54,1946.49,1223
2023-01-10 04:00:00,1946.49,1953.19,1942.27,1947.16,1260
2023-01-10 05:00:00,1947.16,1954.16,1942.66,1947.98,1297
2023-01-10 06:00:00,1947.98,1955.13,1943.23,1948.96,1334
2023-01-10 07:00:00,1948.96,1956.09,1943.99,1950.07,1371
2023-01-10 08:00:00,1950.07,1957.04,1944.93,1951.30,1408
2023-01-10 09:00:00,1951.30,1957.98,1946.05,1952.63,1445
2023-01-10 10:00:00,1952.63,1958.92,1947.33,1954.03,1482
2023-01-10 11:00:00,1954.03,1960.65,1948.76,1955.47,1519
2023-01-10 12:00:00,1955.47,1962.52,1950.28,1956.92,1136
2023-01-10 13:00:00,1956.92,1964.28,1951.88,1958.35,1173
2023-01-10 14:00:00,1958.35,1965.86,1953.51,1959.72,1210
2023-01-10 15:00:00,1959.72,1967.21,1955.12,1961.01,1247
2023-01-10 16:00:00,1961.01,1968.30,1956.68,1962.19,1284
2023-01-10 17:00:00,1962.19,1969.11,1957.85,1963.24,1321
2023-01-10 18:00:00,1963.24,1969.66,1958.63,1964.14,1358
2023-01-10 19:00:00,1964.14,1969.98,1959.29,1964.89,1395
2023-01-10 20:00:00,1964.89,1970.46,1959.84,1965.48,1432
2023-01-10 21:00:00,1965.48,1971.34,1960.29,1965.91,1469
2023-01-10 22:00:00,1965.91,1971.99,1960.63,1966.20,1506
2023-01-10 23:00:00,1966.20,1972.41,1960.90,1966.35,1123
2023-01-11 00:00:00,1966.35,1972.57,1961.10,1966.38,1160
2023-01-11 01:00:00,1966.38,1972.55,1961.20,1966.33,1197
2023-01-11 02:00:00,1966.33,1972.32,1961.25,1966.21,1234
2023-01-11 03:00:00,1966.21,1971.89,1961.33,1966.07,1271
2023-01-11 04:00:00,1966.07,1971.34,1961.44,1965.92,1308
2023-01-11 05:00:00,1965.92,1970.74,1961.59,1965.81,1345
2023-01-11 06:00:00,1965.81,1971.05,1961.30,1965.76,1382
2023-01-11 07:00:00,1965.76,1971.45,1961.04,1965.80,1419
2023-01-11 08:00:00,1965.80,1971.92,1960.86,1965.95,1456
2023-01-11 09:00:00,1965.95,1972.40,1960.83,1966.24,1493
2023-01-11 10:00:00,1966.24,1972.88,1961.00,1966.68,1110
2023-01-11 11:00:00,1966.68,1973.36,1961.39,1967.28,1147
2023-01-11 12:00:00,1967.28,1973.87,1962.00,1968.04,1184
2023-01-11 13:00:00,1968.04,1974.41,1962.83,1968.95,1221
2023-01-11 14:00:00,1968.95,1975.03,1963.89,1970.01,1258
2023-01-11 15:00:00,1970.01,1976.24,1965.14,1971.20,1295
2023-01-11 16:00:00,1971.20,1977.97,1966.56,1972.49,1332
2023-01-11 17:00:00,1972.49,1979.71,1968.12,1973.86,1369
2023-01-11 18:00:00,1973.86,1981.39,1969.56,1975.29,1406
2023-01-11 19:00:00,1975.29,1982.94,1970.72,1976.74,1443
